text input,category
I no longer have a source of income.,thought
I don't have enough savings set aside to cover bills until I find another job. ,thought
I'm going to fall behind on my bills and mortgage. ,thought
My credit score will go into freefall if I can't pay my mortgage and I'll go into default. ,thought
I'll lose my house if I don't find another job. ,thought
My family and I will be homeless.,thought
"I had the qualifications and the experience for this job, yet I was passed over for someone else who had less experience than I. ",thought
"I had gotten my hopes up about this job as it would allow me to continue doing the same type of work I do now, which I thoroughly enjoy, yet the pay and benefits would've been substantially better.  ",thought
Getting this job would've allowed me to better provide for my family financially. ,thought
Our finances would've become much less tight and my wife could've stayed home with the kids like she wanted since my income would cover her student loans. ,thought
"We could've bought a larger house which would've allowed us to acquire ducks, chickens, and plant a much larger garden, thereby allowing us to better provide our own food. ",thought
"We could've cut down on our grocery bills, among others and been able to afford to take a nice family vacation every now and then. ",thought
"The kids would've been able to acquire a more cosmopolitan view of the world, better preparing them for adulthood. ",thought
Why didn't he wave back? I thought we were friends. ,thought
"I know we don't know each other very well, but it's a little inconsiderate not to acknowledge someone who waves or says hello when you meet them in public. ",thought
"It feels like it devalues me as a human being, knowing that someone I like chooses to ignore me rather than just briefly explain why they can't talk.",thought
This could indicate that the individual does not like me as much as I like him and maybe they don't want to associate with me. ,thought
I don't satisfy my boss.,thought
I will a low performance evaluation score.,thought
My salary will not be increased next year.,thought
terrible,non-thought
I will lost my salary for my family.,thought
I cannot find another job soon.,thought
I am not an attractive person.,thought
My dress and behavior are not right.,thought
The manager should step into this issue to make a help.,thought
The manager didn't do his job well.,thought
He is not a responsible person.,thought
a rude person,thought
I am not respected by others. ,thought
I am not welcome.,thought
I do something wrong to him.,thought
They think I would be too boring to hang out with after hours,thought
They would tell others in the office that I tried to get them to go out after hours,thought
I would feel embarrassed because everyone will look at me weird.,thought
I might end up deciding to leave the job because no one would want to be around me.,thought
I wouldn't have another job and would need to quickly find something to pay my bills.,thought
I would lose my house,thought
"I had a weakness and now not only my boss, but others can see it, too",thought
It would be hard for me to find another job because they would ask why I was fired.,thought
"If I have trouble finding another job, I wouldn't be able to pay bills",thought
I would lose my house,thought
I can't seem to get anywhere and they're not telling me why they chose the other person,thought
"If I am told why I am being hired, then I cannot make myself better.",thought
"If I cannot make myself better, other jobs will tell me the position has been filled to someone else",thought
"If I can't get a job, I would need to find any job just to pay my bills.",thought
I am worried I said something wrong to this person and they didn't like my answers,thought
They would feel angry and hurt and tell the other group about what I said,thought
The other group could turn to sneer and shake their heads.,thought
They might end up telling the host and the host would ask me to leave.,thought
I would never be invited to another party again.,thought
The host may not want to be friends with me anymore,thought
I worked very hard and long on the project and he messed it up to where I had to re-do it,thought
I have to use my time again to repair the damage caused,thought
It delays the project more and my ability to relax.,thought
"If the project is delayed, the kitchen will look bad",thought
"If it looks bad, I wouldn't want anyone over to visit",thought
"what am i doing wrong, why am i not losing weigght",thought
i am doing something wrong with my diet and i suck at dieting,thought
"what to write, what to write, hmmm",thought
i am not a creative person,thought
i don't have enough time to do everything i want,thought
i am busy and cannot make time for people,thought
why don't i have friends? why am i not social? SIGH!,thought
i am introverted and possibly anti social,thought
why is he not noticing me,non-thought
i am not easily recognizable ,thought
I set a goal and failed to reach it,thought
I am bad at reaching goals,thought
I'm not disciplined enough,thought
I have been rejected before and it happened again,thought
I am prone to rejection,thought
I will not get a job,thought
I will become homeless,thought
The fact that I'm not loved by her any longer,thought
That I'm not a good potential mate,thought
I'll never meet another person to date,thought
I'll never have children,thought
He is going to hurt me,thought
I would have to go to the hospital,thought
I would be traumatized from the experience,thought
I would no longer want to go out at night,thought
I would become a recluse,thought
I'd be afraid they were mad at me for something,thought
I did something bad that I was unaware of,thought
I am unaware of my actions,thought
I am not in control of what I do or how I perceive myself,thought
I will lose more friends,thought
I will have no friends at all eventually,thought
I wanted to spend more time with my coworker.,thought
I'm being too clingy.,thought
I was a failure at reaching my quota.,thought
I did not work hard enough.,thought
I was not competent enough.,thought
Not making any progress in finding a job.,thought
I must be doing something wrong.,thought
I'm not good at interviewing.,thought
I did not make a good impression,thought
The person is not responding to my conversation.,thought
I would feel left out.,thought
He doesn't love me.,thought
We have been together for 8 years.,thought
He doesn't care as much as me.,thought
He doesn't show affection,thought
I am afraid of what my boss would think of me.,thought
The worst that could happen is I get fired. It means that I care about what my superiors think about me. It says that I care too much about what others think.,thought
I would feel as though all my hard work was for nothing.,thought
"It would be upsetting because I worked so hard to try and lose weight, and just gained weight. It means that I let setbacks get me angry, which isn't very good.",thought
I let my family down.,thought
"It would be upsetting because I hurt not just one person, but my whole family. It would mean that I value what my family thinks of me. It says I care about how others view me.",thought
"I would think a million things, like is there someone else, what have I done that's wrong, etc.",thought
The worst thing that could happen is I have a panic attack. It would mean that I was so overwhelmed that I just couldn't handle it anymore. It says I'm the type of person who doesn't react to stressful news well.,thought
I am not doing well enough to warrant working at this job.,thought
"It is upsetting because of how hard it was to get this job in the first place. It means that I want to do well, but am having a hard time.",thought
I was thinking that I would have to find work right away.,thought
I would be worried about not finding work and becoming  homeless,thought
It would ruin my life,thought
That I wanted to get a job and there was none,thought
It would say that I am not qualified enough,thought
It would say that I was not good enough to be hired,thought
I would want to know what went wrong,thought
It would mean that I ignored the situation too long and I did something wrong,thought
It would mean that I was not really a good partner,thought
What did I do wrong for him to ignore me,thought
That I would not be accepted by others in the party and I would be asked to leave,thought
It would say that I was not included in a group,thought
This is not a good time for this to happen,thought
I would not be able to afford the repair and I would need to figure out how to get it replaced,thought
It would say that I would not know how to move forward. ,thought
That I did not prepare well enough,thought
My coworker doesn't want to hang out with me.,thought
My coworker doesn't like me.,thought
Something about me makes my coworker not like me.,thought
Something's wrong with me or I'm unlikable. ,thought
This diet isn't working.,thought
I'm failing at my goal of losing weight.,thought
I'm not going to be the size I want to be or as healthy as I want to be.,thought
I may have serious health problems.,thought
I could eventually die from the health problems (like my grandmother did).,thought
I'm not competent enough to write this essay.,thought
I'm not a good writer.,thought
I'm not smart enough.,thought
I won't be successful.,thought
I'll won't be able to get a job that can pay the bills.,thought
I'll be poor and won't be able to afford the things I need.,thought
He doesn't like me.,thought
No one at the party will like me.,thought
I'm not a likable person...maybe I'm boring.,thought
The host won't invite me to another party. ,thought
I will feel left out.,thought
She doesn't respect me. ,thought
"She thinks that I should just jump up whenever she beeps her horn, no matter what I'm doing.",thought
She doesn't respect the fact that I work from home. ,thought
My time and work aren't valuable. ,thought
I feel devalued in the eyes of someone that I respect. ,thought
This is hopeless.,thought
"Yes, it would mean that I'm doomed to a bosy I dislike and poor health for the rest of my life. ",thought
This would mean that I would never see my goals come true. ,thought
Why am I not good enough?,thought
It would make me feel like all of my work and effort were useless.,thought
This would mean that I've been putting my heart and soul into basically nothing and would be looking at a life barely worth living. ,thought
Because I would not see much hope for the future. ,thought
He's... gone.,thought
That a relationship I had put so much effort into was completely ruined and nothing I could do could stop it.,thought
This would mean I am grieving a loss and having to try to learn how to live as a single unit again. ,thought
Why did he invite me?,non-thought
It would say that I don't seem to be a priority to this friend.,thought
Because it means someone I care about doesn't value my friendship.,thought
I never get to see her anymore.,thought
"It means that the relationship with my family is fading, which would be highly distressing.",thought
The worst that could happen is that a tragedy strikes and I never get to spend quality time with her again. ,thought
I'm well aware of the job to be done,thought
The boss is probably scornful of me taking a break,thought
"The boss is in the breakroom, too, but I can't point that out to him.",thought
This hypocrisy is irritating.,thought
...but I still need to appear productive at work,thought
"Is she truly busy, or just rejecting my invitation?",thought
I may have struck out,thought
She may simply not be interested in dating me,thought
I should respect her wishes,thought
I need to write this essay but I just can't do it!,thought
I may not be able to finish the task at hand,thought
I will severely disappoint those who are waiting for this essay.,thought
I may lose my job if I can't finish the work as assigned,thought
"If I lose my job, I could fall into severe poverty",thought
I never meant to hurt their feelings,thought
I had behaved inconsiderately,thought
I should have known better,thought
"\You had to come through right this minute?!\\\""""",non-thought
I had caused a problem for someone else,thought
This happened because of my own irresponsible behavior,thought
"Even in my inner monologue, I somehow thought it was the responsible party's fault",thought
Sometimes we are all hypocrites,thought
I really needed to lose weight for an upcoming event and felt angry that instead I gained weight.,thought
I would feel like I had failed at accomplishing a goal that was important to me.  I would feel like a failure and feel like I would never lose weight.,thought
I really need a job and it would make me sad to be rejected for several jobs.,thought
"I would be upset because not having a job means I can't pay rent, buy food, pay for gas, etc.  I would feel like there was something wrong with me that I can't get hired for a job.",thought
I would feel afraid of being alone.,thought
You get used to having a spouse or lover in your life.  It feels empty and alone when that person is no longer part of your life.  The worst that could happen is that I would never have another significant person in my life and would be alone for the rest of my life.  I would feel unloved and kind of worthless.,thought
My husband was being a jerk and not listening to me.,thought
"To me it means that my life is not important to my husband. Since I put up with this behavior, I think it says that I am weak and should instead speak up for myself.",thought
I would feel sad that someone I liked apparently did not feel the same way.,thought
I would wonder if I had done something to make this person not like me.  I would feel like something might be wrong with me.  I would probably feel depressed.,thought
A short break shouldn't be asking too much during a work day.,thought
Maybe my boss thinks my work is poor and taking a break is unwise.,thought
I could be fired.,thought
They don't like me as much as I like them.,thought
We aren't friends.,thought
I'm never going to get a job.,thought
I'm not going to make any money.,thought
I'll never be financially independent.,thought
My bills will never get paid.,thought
I'll never be free.,thought
Now I have to try talking to someone else.,thought
That person might also walk away.,thought
Maybe nobody wants to talk to me.,thought
I'm not likable.,thought
We're never going to get done.,thought
My sister won't be able to get out of her driveway for work.,thought
She'll lose a day of pay at her job.,thought
She could lose her job.,thought
She could lose her house.,thought
We'd all be homeless.,thought
i would immediately focus on getting the job done,thought
it would show that i am a hard worker and i am determined to get things done on time.,thought
the remorse and guilt i felt for upsetting my family and hurting their feelings,thought
yes it would upset me because it means that i let them down.,thought
i felt that i wasn't good enough,thought
it would mean i lacked confidence because i didn't have the experience for the job,thought
i realized i had wasted a week and was now way behind,thought
it said that i had not paid attention and focused on the wrong project.,thought
the worst that could happen was i had to start from scratch on the project i was supposed to be done with.,thought
the thought of being forgotten or unliked,thought
it would say i placed too much importance in the thoughts of others,thought
the impotence of not being able to formulate sentences,thought
means that I am very deconcentrated while I am trying to do this task,thought
not having met the expectations of employment,thought
it means that I'm not ready for this job,thought
the imprudence of the host,thought
means that the host does not want me to make friends,thought
the anger of having broken the coffee cup,thought
means that an important object for me broke,thought
the way he ignores me,thought
It would be annoying because this means that this person is not taking me into account,thought
I gained a pound,thought
I can't lose weight,thought
I want to lose weight,thought
I'm trying for nothing,thought
I want to give up,thought
I failed,thought
My family being upset with me,thought
My family is important to me,thought
They are upset,thought
I let them down,thought
I let people down,thought
I lost my job,thought
I did a bad job,thought
I failed,thought
I didn't succeed,thought
I need a job,thought
being alone,thought
I would be upset.,non-thought
I would feel lost,thought
I wouldn't know where to turn,thought
I am dependent on others,thought
I lost a babysitting job,thought
I enjoyed my job,thought
I don't get to babysit babies anymore,thought
I miss babies,thought
I'm unprepared for this task.,thought
"I'm usually able to put pen to paper efficiently, so having writers block would mean that I'm failing at a task I'm usually good at.",thought
I'm growing older and my cognitive function is slowly declining.,thought
It would be upsetting because I haven't accomplished what I desired out of life so far.,thought
I owe something to my family.,thought
It means I care about them as I didn't intend to hurt their feelings.,thought
"I'm a poor communicator and have failed to adequetly express myself in a manner that conveyed the meaning I intended (I meant \not right now,\\ not \\""never\\"")\""""",thought
I have some personal growth I need to accomplish.,thought
I am unemployable.,thought
It means I cannot pay my bills.,thought
I'm a failure.,thought
My wife doesn't love me.,thought
Because they're the person I care about most.,thought
It means I'm unloveable.,thought
It means that I don't believe I'm a good person.,thought
No one will ever love me.,thought
She doesn't trust me.,thought
I've betrayed her trust in some manner in the past.,thought
I let down the person I care about the most.,thought
What if they're not interested in me.,thought
I'd feel that I'm unattractive.,thought
I'll never meet anyone.,thought
I'll end up alone.,thought
I was fired and not given a chance to succeed.,thought
I could have done better if given some time.,thought
I can perform well if I'm allowed the time.,thought
I don't have what it takes to succeed.,thought
It would mean that I'm incompetent.,thought
I lack skill in my work.,thought
I don't have what it takes to succeed.,thought
They will get defensive if I bring up this issue.,thought
I'm too controlling or nagging.,thought
I'm only concerned with what matters to me.,thought
I have a smothering personality.,thought
I'm not understanding.,thought
They didn't want to speak with me.,thought
I'm not a interesting person.,thought
I'll never be cool.,thought
I won't make any friends.,thought
I'll be alone.,thought
I am irritated because my supervisor thinks that I have forgotten about work that needs to be completed and thinks that I'm slacking.,thought
My supervisor doesn't trust me to get work completed within established deadlines or feels that I'm not being competent.,thought
Supervisor's behavior means that they don't trust me or thinks I'm not doing a good enough job.,thought
Not feeling trust or not being competent at my work would make me feel like a bad person.,thought
"I did not feel like I was competent or performing well in my job, which led to my termination.",thought
It would feel like a slight to my character. I would feel that my supervisor is not able to rely on me.,thought
It would make me feel like a less-than-ideal person,thought
I would be extremely hurt that my spouse didn't want to have a conversation with me about trying to work on the relationship and isn't making an effort to salvage the relationship. I would also be hurt about him moving out without any prior notice and his stonewalling behavior.,thought
"I would feel upset that my spouse doesn't respect my opinions or feelings, and doesn't want to hear what I had to say, or doesn't think that I have the emotional capacity to empathize or validate his feelings or concerns about the relationship.",thought
"It is upsetting because that makes me feel like I was more emotionally invested in the relationship, and would make me feel betrayed.",thought
It would be upsetting because it would have felt like a waste of time. I would also feel like I was undervalued as a partner or person in the relationship,thought
"I would feel awkward because I don't know whether the person doesn't like me, doesn't know me, or just simply isn't interested in me.",thought
"The worst that could happen is that the person goes to talk negatively about me to the new group of people. If that happened, I would be hurt but also would feel extremely vulnerable because it means that I care a lot about what people think.",thought
If people talked about me negatively the worst that could happen is that I don't make new friends. That wouldn't matter much to me and I would just leave the party. It would mean that I don't mind dissociating myself from strangers; at least I made the effort.,thought
I was worried because I knew that he had to drive home and wasn't sure if he would be able to gauge his drinking habits and make good decisions. I was also worried because I know he has attractive female colleagues who are known to party and was playing out the worst case scenario of him cheating on me.,thought
The worst is that my husband could've driven drunk or cheated on me.,thought
"My husband could've gotten a DUI or killed someone with his drunk driving, or I could've flew into a blind rage at my husband or the other woman for cheating on me. It would mean that I am a jealous person or married to an idiot.",thought
"If my husband got a DUI or killed someone, he would've gone to jail. If I flew into a violent rage, I would've gone to jail.",thought
My husband or I would've lost our jobs. It would be very hurtful to me because I like having a stable income.,thought
We would be homeless if we lost our jobs and it would mean that I would be returning to a state of poverty which I am actively trying to avoid.,thought
I will think my boss is not happy with me,thought
He will sack me,thought
"Since he is boss, he can decide to sack me at when he wants on the ground that i was lazy about my job and that will means, i will not be able to my bills again. ",thought
I am too low for the person and she is avoiding me for that reason.,thought
I will start to avoid that person and try to stay of his or her way because i would not want to be embarrass again,thought
I will meet her and tell her that she is no longer my friend,thought
My thought was: why was i not giving the position instead of giving it to another person? I felt insulted and look down on.,thought
Because i was qualify but was not giving the job,thought
I will feel left alone,thought
It means my kind of person are not in the party and i am on my own.,thought
I Felt relegated and rejected.,thought
Because she was not in any relationship as at when i ask her out. I could not see any reason that will make her reject me as a guy if not that she looked down on me.,thought
I'm never going to be able to lose weight,thought
I would keep on gaining weight which would say that I lack self control or resilience,thought
My presumed lack of self control and resilience could cost me career and romantic opportunities,thought
I could end up in a dead end job and/or I could die alone ,thought
I am a failure,thought
It would mean that I would never be able to succeed,thought
If i could never succeed I could never reach personal fulfillment,thought
I would die never having achieved happiness ,thought
Obviously he wasn't on the same intellectual level as me ,thought
My mom must favor her more than me ,thought
That would imply that my sister is better than me or that she is a better daughter ,thought
He didn't return the gesture therefore he must not have seen me ,thought
I've forgotten to do my work.,thought
The work won't get done,thought
I will get fired,thought
I won't be able to pay my bills,thought
I will be homeless,thought
I'm not good enough for this job.,thought
I have no skills,thought
No one will hire me,thought
I won't be able to pay my bills,thought
I will be homeless,thought
my wife is gone,thought
she doesn't love me,thought
there's something wrong with me,thought
no one will ever love me,thought
I'll die alone,thought
He should recognize that I'm worth talking to.,thought
He thinks I'm not worth his time.,thought
I'm not an interesting person.,thought
I will have trouble finding friends or a mate.,thought
"She's so incompetent, she can't even log in to a website.",thought
She can't accomplish simple tasks,thought
She can't help me as an equal partner,thought
I will have to pull all the weight in our lives,thought
I was really looking forward to getting to know my coworker outside of work.,thought
I wonder whether they are really busy.,thought
"If they wanted to be around me, they would make time.",thought
They must not like me as much as I like them.,thought
I should give them some space if they don't really want to hang out.,thought
I can't lose weight.,thought
I will always be this size.,thought
I should just give up on dieting altogether.,thought
I'm not going to be as attractive to people as I want to be.,thought
I won't be able to find the mate that I want.,thought
I will end up settling or alone.,thought
I picked a terrible job.,thought
He must think I'm boring.,thought
I must not be his type of person.,thought
I should look around for someone else more like me to talk to.,thought
The kids will never settle down.,thought
I will never have a moment's peace.,thought
I will stay tired all the time.,thought
I will not be able to be patient with the children.,thought
I will yell at the children over something stupid again.,thought
potential to fail the class,thought
would have to repeat the class to graduate and waste money that I don't have in order to get my degree,thought
wasted four years of university and wasted university funding,thought
shouldn't have went to university fully funded,thought
choosing between family and job,thought
because family is forever but the job pays very well,thought
losing my job,thought
didn't perform to the expectations set for me,thought
that I was not cut out to be a car salesman,thought
losing my research funding,thought
would not be able to graduate,thought
would not be able to get a job in the life sciences,thought
would have to find employment in an area that I am not interested in,thought
getting ignored by someone that knows me,thought
that I'm not as important as I thought I was to that person,thought
My boss thinks I'm incompetent,thought
I am not doing my job well,thought
I may lose my job,thought
I couldn't support myself,thought
I would lose everything,thought
I am incompetent,thought
I may fail the class,thought
I would not get my degree,thought
I will not be able to get the job I want,thought
I won't be able to make the money that I desire,thought
I'm not good enough,thought
No one will ever want me,thought
I'll be alone the rest of my life,thought
I won't ever be happy,thought
My life will be empty,thought
I am jealous,thought
It makes me uncomfortable and angry,thought
That I haven't moved on,thought
I need to get over it once and for all,thought
He doesn't like me,thought
We wouldn't see each other anymore,thought
I would miss his company,thought
They don't really like me as a person,thought
I'm annoying,thought
They only talk to me to be polite,thought
I feel like a failure,thought
I can't lose weight even while dieting,thought
I'm going to have this big fat ass forever,thought
So many diets do not work,thought
I can't keep my job,thought
I won't have money to pay my bills,thought
I have to tell family and friends I was fired,thought
I have a bad job on my resume,thought
She's being a bitch,thought
She is an uppity bitch who has her nose in the air most the time,thought
She thinks she's better than everyone else,thought
The thing she's mad about is not my fault,thought
He ignored me,thought
Did I do something wrong,thought
was he pretending to like me in the past,thought
My working time not include my coffee break,thought
Working was must but always working was bad.,non-thought
my family and works are my two eyes.,thought
because that two was important to mine.,non-thought
Miss Work was very sad,non-thought
because this is third time i have missed a work. that's why i have said that.,thought
because i love her a lot. and i need her,thought
she was the one i have trust a lot. and she was the angel of my life.,thought
Money is Important in Emergency situation,thought
Because that was my emergency situation but my mom lied,thought
why am i even on this diet,thought
I would just exercise more and stay on diet,thought
Whatever i need a job im more familiar with,thought
"I would be a little mad that i was unemployed, but it wouldnt bother me much",thought
Knowing how much i will miss her.,thought
it would mean alot of hurting in the future and it says that i really loved her,thought
That im overly sensitive,thought
I have depression,thought
this thing needs go away,thought
Drives me crazy,thought
Makes me think of doing bad things,thought
what the hell is his issue?,thought
i dont care,thought
My boss insinuates I should be working instead of taking a break.,thought
My boss thinks I don't work hard enough.,thought
I work hard and get always get all my work done on time.,thought
It's unfair for my boss to insuate that I don't do my job well.,thought
All of my effort was for nothing.,thought
I think I cannot lose weight weight no matter how hard I try.,thought
I will always be fat.,thought
I did not succeed in convincing them of my need to postpone the visit.,thought
They felt I really didn't want to visit at all.,thought
They would think I didn't love them.,thought
I love them and want them to believe that.,thought
They would love me less and maybe not visit anymore.,thought
Spending time with me is not a priority for her.,thought
I am not important to her.,thought
I feel bad and conflicted about caring for someone who doesn't care about me.,thought
He doesn't like me.,thought
I thought he liked me when we met before.,thought
"He just pretended to like me, but really didn't.",thought
There is something about me that put him off.,thought
I am unlikable.,thought
I am trying to enjoy my fucking coffee here and my boss won't stop pestering me about work.,thought
I just want to relax because I am at work all day.  It says I am a person that appreciates my me time.,thought
upset,non-thought
It means that I would be upset because I care about what I did and I would feel like a bad person.  It means I have a heart.,thought
I cannot answer this question because it makes no sense,non-thought
I don't have to deal with customers anymore?  Great!,thought
What the hell just happened here?,thought
It would be upsetting to me because I would be shocked my spouse left without talking to me face to face.,thought
I wish the lady at the front desk would hurry up with the questions so I can wait for my turn.  I am not feeling good and I am hungry!,thought
Because my stomach is upset and I had been fasting.  I am also tired.  It means one should never bother me when I am hungry or not feeling well.,thought
"The boss implies that am wasting time, on a coffee break that everyone deserves.",thought
It would mean that the boss thinks am incompetent in my duties,thought
The boss doesn't believe in my abilities,thought
The coworker doesn't think am worth spending time with.,thought
That my social skills are poor and am boring.,thought
I value my job more than my family,thought
It would mean that I do not love my family as I ought to.,thought
I would lose their love and support,thought
I would truly be lonely and isolated.,thought
I am not good at this job.,thought
I do not have the skills required to make it in this job,thought
I cannot earn a living from this job,thought
"If I cannot control her at 4 years, I have lost her perhaps forever",thought
"I have terribly failed as a parent, an indictment on my part.",thought
I have to do finish all these tasks before the deadline.,thought
I already have my hands full.,thought
I may not be able to finish the extra tasks.,thought
I boss may get upset.,thought
I might have judged him wrong.,thought
I might be taking decisions bit too early.,thought
I don't have much options.,thought
"I tried, but it's simply not working.",thought
My efforts may be misplaced.,thought
I must be in a wrong place.,thought
I may not be in the same boat with these people.,thought
I thought he would go with me.,thought
I may not know his situation at the moment.,thought
That I wasn't good enough,thought
That she saw me as someone unworthy of dating,thought
It would mean I'm not as good as everyone else,thought
I have significant problems,thought
I would be without a job.,thought
I would have no money,thought
I would have to sell my place.,thought
I would be homeless,thought
I could freeze to death.,thought
I would never find a job.,thought
I'd sell my car and move in with my parents,thought
I'd never find a date,thought
I'd die alone,thought
I would be devasted.,thought
It would mean I would be all alone,thought
I would slide into a depression,thought
I would not work,thought
I'd lose my job,thought
I'd lose my house,thought
I was concerned the kid being made fun of would be hurt.,thought
That I was a bad coach.,thought
That I would ruin baseball for the kids,thought
That I shouldn't be a coach.,thought
I just want to enjoy my break and not think about work for a minute. ,thought
I would have to concentrate on work immediately. ,thought
I can't enjoy my down time. ,thought
My coworker doesn't like me like I like them. ,thought
I'm not very likeable. ,thought
I don't have many good characteristics. ,thought
I'm not going to have many friends. ,thought
I may end up being quite lonely. ,thought
I've let down my family. ,thought
I'm not showing my family how much I care about them. ,thought
It would show I'm ungrateful to have such a great family. ,thought
It would say I'm thoughtless and selfish. ,thought
I'll never get a job. ,thought
I'm not hireable. ,thought
I have no skills. ,thought
I'll never accomplish anything meaningful. ,thought
I'll never feel like I have a purpose. ,thought
The coworker who got the promotion didn't deserve it. ,thought
My contributions aren't valued as much as they should be. ,thought
I'm at a job where I'll never been given due credit. ,thought
I'm wasting my time at my current job. ,thought
"I've already wasted a lot of time, given how long I've been here. ",thought
I must be gaining muscle or water weight,thought
It would say that I am doing well with my diet and I would wait for the following week to be upset,thought
I should have continued what I was doing before,thought
It would say I give up easily.,thought
It would mean that I will not progress in my life,thought
I should have listened more to what he had to say and tried to be better,thought
It would say that I blame myself.  ,thought
Because relationships are two way streets and one person cannot take all the blame,thought
He must not like me much,thought
It wouldn't say anything about me he does not know me,thought
I do not want to look needy and ask again.,thought
"Nothing, she would just give it to me she already said she would.  The problem was in my mind.",thought
It says that I have an anxiety issue that I need to clear up and stop being afraid to ask for things.,thought
I could continue to not ask for help until I lose everything,thought
I guess they have better things to do right now,thought
Perhaps I had an expectation that they would want to socialize with me. If they were honestly too busy I would be okay with that response.,thought
making this effort is useless,thought
I made an honest effort and it was unrewarded. ,thought
it would feel unfair and pointless to continue,thought
I am not good enough at my work,thought
I would worry about not finding more work.,thought
I wouldn't make money,thought
I would look unsuccessful and be unable to pay bills.,thought
I would be a failure,thought
I am not worth talking to,thought
I am insignificant,thought
I don't matter,thought
She doesn't respect me,thought
She is my family and I have always treated her with love and respect.,thought
I feel badly that she doesn't feel about me the way I feel about her.,thought
I've been slacking off at work,thought
I'm near the front of the line of those who'll be fired when the time comes,thought
I'm not doing well in my job,thought
I'll lose my job,thought
I've lost my only source of income to support myself,thought
I should've made myself more available to my family,thought
I've been ignoring the needs of my family,thought
My relationship with my family members could fracture,thought
I won't be seeing some of my family members,thought
I've thrown away a chance of being employed,thought
I'm not a good candidate for the job I've applied for.,thought
I'm not valuable as an employee,thought
I can't hold down a job,thought
I won't have an income for my necessities ,thought
I'm the cause of the breakup,thought
I behaved in ways I shouldn't have,thought
I didn't really value our relationship as much as I should've,thought
I didn't try enough to support him,thought
I haven't been a good brother to him,thought
Our relationship could fracture,thought
i am not intelligent enough to do this task,thought
It would say that my brain isn't functioning as well as it used to,thought
it would mean that my life is going to get worse,thought
I am white trash not worthy to work anywhere,thought
it would mean that what she said about me was true. I am white trash,thought
i have nothing left to look forward to because i am trashy. ,thought
No woman will want me,thought
I will be lonely,thought
I am white trash and nobody wants me,thought
my suspicions were correct that i am unlovable and trashy,thought
i will be alone and die poor,thought
it will suck hard to come to end of life here on earth,thought
I am not worthy of hanging out with the 'cool kids\ and making music with them.,thought
"I am getting old and I am fat, old, and ugly.",thought
I have been a musician my whole life. It would mean that my dream has died.,thought
It would mean that I should give up and just find a job and die lonely.,thought
The person knows I am worthless deep down,thought
People are starting to realize that I am toxic.,thought
People are going to stop hanging out with me.,thought
I will die lonely,thought
I have let my family down.,thought
My family will hate me,thought
My family will disown me,thought
I will hate myself,thought
I will become depressed,thought
I will kill myself,thought
I am a terrible salesman,thought
I'm not good at anything,thought
I'll never find another job,thought
I'll end up homeless,thought
I won't ever have a job,thought
I'll end up alone,thought
I'll want to die,thought
My life is out of control.,thought
I am a worthless person,thought
I felt bad for reacting this way.,thought
I was mean to this person,thought
They won't like me anymore.,thought
I won't have any friends.,thought
I worked very hard and not rewarded,thought
I am pissed that all of my work was in vain,thought
I failed again,thought
I am not worthy,thought
I tried my hardest and it wasn't good enough.,thought
I put my best effort and was not rewarded,thought
My work is not good enough,thought
I am not a good salesman,thought
not wanted any more,thought
I would be abandoned and lonely,thought
I would feel like a failure,thought
not accepted by group,thought
I would feel left out,thought
I was not accepted by the others,thought
I am a social failure,thought
I should have done better ,thought
I am embarrassed that I did not do my job correctly,thought
I feel like a failure at my job,thought
I am not reliable,thought
school work and deadlines ,non-thought
Been a busy day. Getting my daughter in the morning. Got work on Monday ,non-thought
Yeah today is a big release day so we are a bit standby for anything wrong that might happen ,non-thought
 Am really tired of all the walking I did all these days of the last week,non-thought
Pain in my back and a lot of tasks ,non-thought
"Moving house, going back to uni, that I’ve not heard from Ruby, work load, packing, life in general",non-thought
Just all the emails ,non-thought
"Worries about university, annoyance at my dad",non-thought
Frustration and stress about hours,non-thought
I woke up with my heart racing ,non-thought
Arguing with my ex wife ,non-thought
I know what triggered it I had an argument with my flat mate about finances and now I feel a terrible person. It doesn't help either that I am getting strong pms symptoms and no periods which GP thinks is due to PCOS and stress.,non-thought
"Oh yes my partner being a miserable sod, ",non-thought
School stuff and home stuff ,non-thought
My chest is really tight ,non-thought
Been tearful all day. Was ok when at work but that’s it really. Am I doing ok? I don’t know- this feels really hard at the moment. But I’ll keep going,non-thought
"All emotions- keep crying, been a difficult day ",non-thought
Not sure- just feeling really tearful ,non-thought
Just been trying to get through the evening safely- probably need to go to bed. Been a hard day but I’ve not had a lapse so that’s great. I didn’t end up doing all of my plan but I didn’t lapse.,non-thought
"Just trying to wind down before bed, done mindfulness today and just did visualization exercise, still keep getting waves of tears. Catches me when I least expect it ",non-thought
Me being in too much pain to go to college ,non-thought
"I’m in the middle of a job search. I have three interviews tomorrow. One opportunity emailed today to ask if I would have a problem eventually relocating to Amsterdam. My heart is at home I want to work aboard optionally as a freelancer, anywhere in the world. When I want.  The idea that an amazing paying job may be offered to me in a place I don’t know I’ll like is scary. I want my family and my boyfriend and my dog in my immediate future. I don’t want to move abs be alone in the middle of a pandemic. How would I make new friends out there if everything social is restricted. Also we left the EU how hard will it be to move. How will I find housing as a non Dutch speaker. ",non-thought
